Provider,PotentialFraud,inp_claim_count,inp_total_reimb,inp_mean_reimb,inp_unique_bene,out_claim_count,out_total_reimb,out_mean_reimb,out_unique_bene,total_claims,total_reimb,total_unique_bene,claims_per_patient,inp_to_outp_ratio,avg_claim_cost,inp_2008_11,inp_2008_12,inp_2009_01,inp_2009_02,inp_2009_03,inp_2009_04,inp_2009_05,inp_2009_06,inp_2009_07,inp_2009_08,inp_2009_09,inp_2009_10,inp_2009_11,inp_2009_12,out_2008_12,out_2009_01,out_2009_02,out_2009_03,out_2009_04,out_2009_05,out_2009_06,out_2009_07,out_2009_08,out_2009_09,out_2009_10,out_2009_11,out_2009_12,top_states
PRV53587,No,0.0,0.0,0.0,0.0,3.0,770.0,256.6666666666667,3.0,3.0,770.0,3.0,0.75,0.0,192.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
PRV53588,No,0.0,0.0,0.0,0.0,1.0,10.0,10.0,1.0,1.0,10.0,1.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PRV53589,No,0.0,0.0,0.0,0.0,2.0,500.0,250.0,2.0,2.0,500.0,2.0,0.6666666666666666,0.0,166.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
PRV53590,No,7.0,96000.0,13714.285714285714,7.0,12.0,2820.0,235.0,11.0,19.0,98820.0,18.0,1.0,0.5384615384615384,4941.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,19
PRV53591,No,6.0,70000.0,11666.666666666666,6.0,0.0,0.0,0.0,0.0,6.0,70000.0,6.0,0.8571428571428571,6.0,10000.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
PRV53593,No,0.0,0.0,0.0,0.0,17.0,5090.0,299.4117647058824,11.0,17.0,5090.0,11.0,1.4166666666666667,0.0,282.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,
PRV53594,No,0.0,0.0,0.0,0.0,101.0,29470.0,291.7821782178218,60.0,101.0,29470.0,60.0,1.6557377049180328,0.0,288.921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,3.0,12.0,7.0,9.0,14.0,8.0,8.0,11.0,5.0,2.0,
PRV53595,No,0.0,0.0,0.0,0.0,9.0,4460.0,495.55555555555554,9.0,9.0,4460.0,9.0,0.9,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,
PRV53596,No,0.0,0.0,0.0,0.0,4.0,820.0,205.0,4.0,4.0,820.0,4.0,0.8,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
PRV53597,No,6.0,41000.0,6833.333333333333,6.0,0.0,0.0,0.0,0.0,6.0,41000.0,6.0,0.8571428571428571,6.0,5857.142857142857,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
PRV53598,No,8.0,70000.0,8750.0,8.0,0.0,0.0,0.0,0.0,8.0,70000.0,8.0,0.8888888888888888,8.0,7777.777777777777,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
PRV53599,No,3.0,22000.0,7333.333333333333,3.0,0.0,0.0,0.0,0.0,3.0,22000.0,3.0,0.75,3.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
PRV53600,No,1.0,4000.0,4000.0,1.0,0.0,0.0,0.0,0.0,1.0,4000.0,1.0,0.5,1.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
PRV53601,No,2.0,6000.0,3000.0,2.0,0.0,0.0,0.0,0.0,2.0,6000.0,2.0,0.6666666666666666,2.0,2000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
PRV53602,No,4.0,21000.0,5250.0,4.0,0.0,0.0,0.0,0.0,4.0,21000.0,4.0,0.8,4.0,4200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
PRV53604,No,6.0,51000.0,8500.0,5.0,0.0,0.0,0.0,0.0,6.0,51000.0,5.0,1.0,6.0,7285.714285714285,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
PRV53605,No,0.0,0.0,0.0,0.0,55.0,7250.0,131.8181818181818,55.0,55.0,7250.0,55.0,0.9821428571428571,0.0,129.46428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0,5.0,1.0,8.0,7.0,2.0,4.0,1.0,5.0,3.0,
PRV53606,No,0.0,0.0,0.0,0.0,76.0,11750.0,154.60526315789474,74.0,76.0,11750.0,74.0,1.0133333333333334,0.0,152.5974025974026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,13.0,3.0,3.0,6.0,6.0,8.0,7.0,10.0,6.0,3.0,
PRV53607,No,0.0,0.0,0.0,0.0,26.0,8290.0,318.84615384615387,26.0,26.0,8290.0,26.0,0.9629629629629629,0.0,307.037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,
PRV53608,No,0.0,0.0,0.0,0.0,199.0,50290.0,252.71356783919597,176.0,199.0,50290.0,176.0,1.1242937853107344,0.0,251.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,11.0,14.0,23.0,14.0,14.0,15.0,16.0,24.0,16.0,14.0,20.0,
PRV53609,No,2.0,8000.0,4000.0,2.0,181.0,52050.0,287.56906077348066,174.0,183.0,60050.0,176.0,1.0338983050847457,0.01098901098901099,326.35869565217394,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,19.0,14.0,10.0,18.0,12.0,10.0,12.0,15.0,19.0,24.0,6.0,30
PRV53611,No,0.0,0.0,0.0,0.0,36.0,14410.0,400.27777777777777,36.0,36.0,14410.0,36.0,0.972972972972973,0.0,389.4594594594595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,1.0,
PRV53612,No,6.0,27000.0,4500.0,6.0,40.0,4180.0,104.5,40.0,46.0,31180.0,46.0,0.9787234042553191,0.14634146341463414,663.4042553191489,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,3.0,3.0,6.0,1.0,4.0,4.0,4.0,2.0,5.0,2.0,20
PRV53613,No,15.0,137000.0,9133.333333333334,14.0,120.0,31350.0,261.25,117.0,135.0,168350.0,131.0,1.0227272727272727,0.12396694214876033,1237.8676470588234,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,9.0,9.0,6.0,14.0,8.0,11.0,15.0,8.0,7.0,9.0,13.0,10.0,20
PRV53614,No,0.0,0.0,0.0,0.0,118.0,25710.0,217.88135593220338,104.0,118.0,25710.0,104.0,1.1238095238095238,0.0,216.05042016806723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,13.0,4.0,11.0,11.0,8.0,22.0,4.0,5.0,6.0,6.0,
PRV53616,No,2.0,26000.0,13000.0,2.0,42.0,8970.0,213.57142857142858,39.0,44.0,34970.0,41.0,1.0476190476190477,0.046511627906976744,777.1111111111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,5.0,2.0,3.0,7.0,3.0,3.0,4.0,1.0,20
PRV53617,No,0.0,0.0,0.0,0.0,83.0,33480.0,403.3734939759036,70.0,83.0,33480.0,70.0,1.1690140845070423,0.0,398.57142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,6.0,6.0,3.0,13.0,11.0,3.0,6.0,10.0,3.0,7.0,
PRV53618,No,12.0,60000.0,5000.0,11.0,224.0,55660.0,248.48214285714286,192.0,236.0,115660.0,203.0,1.1568627450980393,0.05333333333333334,488.0168776371308,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,16.0,15.0,27.0,22.0,11.0,19.0,18.0,12.0,17.0,22.0,30.0,12.0,20
PRV53619,No,0.0,0.0,0.0,0.0,2.0,560.0,280.0,2.0,2.0,560.0,2.0,0.6666666666666666,0.0,186.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
PRV53620,No,6.0,38000.0,6333.333333333333,5.0,122.0,44850.0,367.62295081967216,117.0,128.0,82850.0,122.0,1.0406504065040652,0.04878048780487805,642.2480620155038,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,12.0,14.0,11.0,5.0,7.0,10.0,18.0,11.0,12.0,10.0,6.0,5.0,20
PRV53621,No,0.0,0.0,0.0,0.0,81.0,22500.0,277.77777777777777,75.0,81.0,22500.0,75.0,1.0657894736842106,0.0,274.390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,13.0,8.0,3.0,9.0,7.0,6.0,9.0,5.0,6.0,4.0,
PRV53622,No,0.0,0.0,0.0,0.0,6.0,460.0,76.66666666666667,6.0,6.0,460.0,6.0,0.8571428571428571,0.0,65.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,
PRV53623,Yes,0.0,0.0,0.0,0.0,894.0,245450.0,274.5525727069351,395.0,894.0,245450.0,395.0,2.257575757575758,0.0,274.24581005586595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,60.0,84.0,84.0,65.0,78.0,64.0,81.0,101.0,74.0,67.0,67.0,
PRV53624,No,0.0,0.0,0.0,0.0,143.0,40790.0,285.24475524475525,140.0,143.0,40790.0,140.0,1.0141843971631206,0.0,283.2638888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,12.0,10.0,12.0,15.0,23.0,9.0,11.0,9.0,14.0,3.0,
PRV53625,No,0.0,0.0,0.0,0.0,147.0,44210.0,300.7482993197279,128.0,147.0,44210.0,128.0,1.1395348837209303,0.0,298.7162162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,19.0,16.0,12.0,10.0,12.0,18.0,6.0,11.0,9.0,9.0,
PRV53626,No,1.0,3000.0,3000.0,1.0,12.0,7560.0,630.0,12.0,13.0,10560.0,13.0,0.9285714285714286,0.07692307692307693,754.2857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,20
PRV53627,No,0.0,0.0,0.0,0.0,118.0,32390.0,274.49152542372883,56.0,118.0,32390.0,56.0,2.0701754385964914,0.0,272.1848739495798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,7.0,8.0,5.0,6.0,14.0,9.0,13.0,12.0,12.0,7.0,6.0,
PRV53628,No,4.0,19000.0,4750.0,3.0,198.0,63780.0,322.1212121212121,175.0,202.0,82780.0,178.0,1.1284916201117319,0.020100502512562814,407.7832512315271,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,20.0,14.0,13.0,19.0,18.0,16.0,17.0,7.0,19.0,24.0,13.0,20
PRV53629,No,0.0,0.0,0.0,0.0,15.0,3950.0,263.3333333333333,15.0,15.0,3950.0,15.0,0.9375,0.0,246.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,
PRV53631,No,0.0,0.0,0.0,0.0,6.0,470.0,78.33333333333333,6.0,6.0,470.0,6.0,0.8571428571428571,0.0,67.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
PRV53632,No,2.0,7000.0,3500.0,2.0,13.0,7380.0,567.6923076923077,10.0,15.0,14380.0,12.0,1.1538461538461537,0.14285714285714285,898.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,20
PRV53633,No,0.0,0.0,0.0,0.0,66.0,18010.0,272.8787878787879,48.0,66.0,18010.0,48.0,1.346938775510204,0.0,268.8059701492537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,7.0,5.0,5.0,7.0,7.0,8.0,3.0,3.0,11.0,2.0,
PRV53634,No,0.0,0.0,0.0,0.0,497.0,145400.0,292.55533199195173,286.0,497.0,145400.0,286.0,1.7317073170731707,0.0,291.96787148594376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,52.0,40.0,41.0,39.0,44.0,37.0,33.0,40.0,36.0,26.0,
PRV53635,No,5.0,82000.0,16400.0,5.0,49.0,8660.0,176.73469387755102,47.0,54.0,90660.0,52.0,1.0188679245283019,0.1,1648.3636363636363,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,3.0,7.0,4.0,3.0,4.0,6.0,2.0,4.0,4.0,20
PRV53638,No,0.0,0.0,0.0,0.0,111.0,38040.0,342.7027027027027,54.0,111.0,38040.0,54.0,2.018181818181818,0.0,339.64285714285717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,14.0,12.0,6.0,6.0,10.0,19.0,5.0,11.0,2.0,10.0,
PRV53640,No,0.0,0.0,0.0,0.0,33.0,5660.0,171.5151515151515,27.0,33.0,5660.0,27.0,1.1785714285714286,0.0,166.47058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,2.0,4.0,6.0,3.0,1.0,3.0,1.0,0.0,3.0,
PRV53641,No,0.0,0.0,0.0,0.0,8.0,2140.0,267.5,8.0,8.0,2140.0,8.0,0.8888888888888888,0.0,237.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,
PRV53642,No,0.0,0.0,0.0,0.0,6.0,3270.0,545.0,6.0,6.0,3270.0,6.0,0.8571428571428571,0.0,467.14285714285717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,
PRV53643,No,0.0,0.0,0.0,0.0,1.0,200.0,200.0,1.0,1.0,200.0,1.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
PRV53644,No,0.0,0.0,0.0,0.0,22.0,4640.0,210.9090909090909,17.0,22.0,4640.0,17.0,1.2222222222222223,0.0,201.7391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,4.0,1.0,0.0,2.0,
PRV53645,No,0.0,0.0,0.0,0.0,6.0,3600.0,600.0,6.0,6.0,3600.0,6.0,0.8571428571428571,0.0,514.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,
PRV53646,No,0.0,0.0,0.0,0.0,3.0,20.0,6.666666666666667,3.0,3.0,20.0,3.0,0.75,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
PRV53647,No,0.0,0.0,0.0,0.0,7.0,610.0,87.14285714285714,5.0,7.0,610.0,5.0,1.1666666666666667,0.0,76.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
PRV53648,No,0.0,0.0,0.0,0.0,20.0,10540.0,527.0,12.0,20.0,10540.0,12.0,1.5384615384615385,0.0,501.9047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,0.0,
PRV53649,No,0.0,0.0,0.0,0.0,27.0,4770.0,176.66666666666666,24.0,27.0,4770.0,24.0,1.08,0.0,170.35714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,3.0,
PRV53651,No,0.0,0.0,0.0,0.0,11.0,900.0,81.81818181818181,10.0,11.0,900.0,10.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,
PRV53652,No,0.0,0.0,0.0,0.0,25.0,3640.0,145.6,24.0,25.0,3640.0,24.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,2.0,
PRV53654,No,0.0,0.0,0.0,0.0,39.0,12040.0,308.71794871794873,35.0,39.0,12040.0,35.0,1.0833333333333333,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,4.0,3.0,0.0,6.0,5.0,4.0,2.0,2.0,
PRV53655,No,0.0,0.0,0.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0,0.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
PRV53656,No,0.0,0.0,0.0,0.0,5.0,1150.0,230.0,5.0,5.0,1150.0,5.0,0.8333333333333334,0.0,191.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,
PRV53657,No,0.0,0.0,0.0,0.0,25.0,2850.0,114.0,24.0,25.0,2850.0,24.0,1.0,0.0,109.61538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,6.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,
PRV53658,No,0.0,0.0,0.0,0.0,27.0,3810.0,141.11111111111111,22.0,27.0,3810.0,22.0,1.173913043478261,0.0,136.07142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,3.0,4.0,
PRV53659,No,0.0,0.0,0.0,0.0,5.0,680.0,136.0,5.0,5.0,680.0,5.0,0.8333333333333334,0.0,113.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,
PRV53660,No,0.0,0.0,0.0,0.0,35.0,5970.0,170.57142857142858,34.0,35.0,5970.0,34.0,1.0,0.0,165.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,
PRV53661,No,0.0,0.0,0.0,0.0,1.0,200.0,200.0,1.0,1.0,200.0,1.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PRV53662,No,0.0,0.0,0.0,0.0,331.0,86030.0,259.9093655589124,140.0,331.0,86030.0,140.0,2.347517730496454,0.0,259.1265060240964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,27.0,36.0,33.0,20.0,34.0,34.0,20.0,26.0,25.0,26.0,22.0,
PRV53663,No,0.0,0.0,0.0,0.0,76.0,19810.0,260.6578947368421,55.0,76.0,19810.0,55.0,1.3571428571428572,0.0,257.27272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,5.0,8.0,4.0,6.0,2.0,3.0,12.0,10.0,7.0,
PRV53664,No,0.0,0.0,0.0,0.0,132.0,59730.0,452.5,85.0,132.0,59730.0,85.0,1.5348837209302326,0.0,449.09774436090225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,10.0,9.0,13.0,14.0,9.0,10.0,15.0,13.0,7.0,9.0,
PRV53665,No,0.0,0.0,0.0,0.0,65.0,16330.0,251.23076923076923,36.0,65.0,16330.0,36.0,1.7567567567567568,0.0,247.42424242424244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,7.0,2.0,6.0,5.0,8.0,5.0,5.0,10.0,1.0,
PRV53666,No,0.0,0.0,0.0,0.0,20.0,3510.0,175.5,19.0,20.0,3510.0,19.0,1.0,0.0,167.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,
PRV53667,No,9.0,155000.0,17222.222222222223,8.0,0.0,0.0,0.0,0.0,9.0,155000.0,8.0,1.0,9.0,15500.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
PRV53668,Yes,16.0,141200.0,8825.0,16.0,0.0,0.0,0.0,0.0,16.0,141200.0,16.0,0.9411764705882353,16.0,8305.882352941177,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"20, 30"
PRV53669,No,0.0,0.0,0.0,0.0,13.0,4250.0,326.9230769230769,13.0,13.0,4250.0,13.0,0.9285714285714286,0.0,303.57142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,
